,buying,maint,doors,persons,lug_boot,safety,class
1701,4,4,4,1,1,1,1
1702,4,4,4,1,1,2,1
1703,4,4,4,1,2,3,1
1704,4,4,4,1,2,1,1
1705,4,4,4,1,2,2,1
1706,4,4,4,1,3,3,1
1707,4,4,4,1,3,1,1
1708,4,4,4,1,3,2,1
1709,4,4,4,2,1,3,1
1710,4,4,4,2,1,1,2
1711,4,4,4,2,1,2,4
1712,4,4,4,2,2,3,1
1713,4,4,4,2,2,1,4
1714,4,4,4,2,2,2,3
1715,4,4,4,2,3,3,1
1716,4,4,4,2,3,1,4
1717,4,4,4,2,3,2,3
1718,4,4,4,3,1,3,1
1719,4,4,4,3,1,1,2
1720,4,4,4,3,1,2,4
1721,4,4,4,3,2,3,1
1722,4,4,4,3,2,1,4
1723,4,4,4,3,2,2,3
1724,4,4,4,3,3,3,1
1725,4,4,4,3,3,1,4
1726,4,4,4,3,3,2,3
